original,log_transform,sqrt_transform,boxcox_transform
7757,8.956479847999912,88.07383266328314,779.5515541244546
7758,8.95660873889395,88.07950953541919,779.6224884478972
7759,8.956737613177264,88.08518604169488,779.6934200701562
7760,8.95686647085414,88.09086218218096,779.7643489916824
7761,8.956995311928852,88.09653795694811,779.8352752129261
7762,8.95712413640568,88.10221336606703,779.9061987343395
7763,8.957252944288902,88.10788840960836,779.9771195563717
7764,8.957381735582787,88.11356308764276,780.0480376794736
7765,8.957510510291613,88.11923740024082,780.1189531040949
7766,8.957639268419648,88.12491134747314,780.1898658306878
7767,8.957768009971161,88.13058492941029,780.2607758597007
7768,8.95789673495042,88.13625814612281,780.3316831915824
7769,8.958025443361693,88.14193099768123,780.4025878267845
7770,8.958154135209242,88.14760348415605,780.4734897657574
7771,8.95828281049733,88.15327560561774,780.5443890089487
7772,8.958411469230219,88.15894736213676,780.6152855568077
7773,8.958540111412168,88.16461875378354,780.6861794097856
7774,8.958668737047434,88.17028978062848,780.7570705683303
7775,8.958797346140274,88.175960442742,780.8279590328909
7776,8.958925938694943,88.18163074019441,780.8988448039149
7777,8.959054514715692,88.1873006730561,780.9697278818534
7778,8.959183074206774,88.19297024139736,781.0406082671532
7779,8.959311617172437,88.19863944528849,781.1114859602635
7780,8.95944014361693,88.20430828479978,781.1823609616338
7781,8.9595686535445,88.20997676000147,781.2532332717101
7782,8.959697146959389,88.21564487096379,781.3241028909416
7783,8.959825623865841,88.22131261775694,781.3949698197753
7784,8.959954084268098,88.2269800004511,781.4658340586599
7785,8.960082528170402,88.23264701911646,781.5366956080445
7786,8.960210955576986,88.23831367382311,781.6075544683735
7787,8.960339366492091,88.24397996464121,781.6784106400951
7788,8.960467760919949,88.24964589164084,781.7492641236587
7789,8.960596138864794,88.25531145489205,781.8201149195094
7790,8.960724500330858,88.26097665446491,781.890963028095
7791,8.960852845322371,88.26664149042944,781.9618084498618
7792,8.96098117384356,88.27230596285564,782.0326511852576
7793,8.961109485898655,88.2779700718135,782.1034912347274
7794,8.961237781491876,88.28363381737297,782.1743285987193
7795,8.961366060627451,88.28929719960398,782.2451632776788
7796,8.9614943233096,88.29496021857646,782.3159952720515
7797,8.961622569542543,88.30062287436029,782.3868245822849
7798,8.961750799330497,88.30628516702534,782.4576512088242
7799,8.961879012677683,88.31194709664146,782.5284751521151
7800,8.962007209588313,88.31760866327846,782.5992964126029
7801,8.962135390066601,88.32326986700618,782.6701149907349
7802,8.962263554116761,88.32893070789434,782.7409308869552
7803,8.962391701743002,88.33459118601274,782.8117441017081
7804,8.962519832949532,88.34025130143111,782.8825546354409
7805,8.96264794774056,88.34591105421914,782.9533624885969
7806,8.962776046120291,88.35157044444654,783.0241676616226
7807,8.962904128092928,88.35722947218298,783.0949701549613
7808,8.963032193662675,88.36288813749809,783.1657699690575
7809,8.963160242833732,88.3685464404615,783.2365671043575
7810,8.963288275610298,88.3742043811428,783.3073615613041
7811,8.96341629199657,88.37986195961159,783.3781533403421
7812,8.963544291996744,88.38551917593742,783.4489424419157
7813,8.963672275615016,88.3911760301898,783.5197288664688
7814,8.963800242855577,88.39683252243827,783.5905126144454
7815,8.96392819372262,88.40248865275231,783.6612936862882
7816,8.96405612822033,88.40814442120137,783.7320720824423
7817,8.9641840463529,88.41379982785493,783.8028478033508
7818,8.964311948124514,88.41945487278238,783.8736208494557
7819,8.964439833539357,88.42510955605314,783.9443912212022
7820,8.964567702601611,88.43076387773658,784.0151589190309
7821,8.96469555531546,88.43641783790206,784.0859239433869
7822,8.96482339168508,88.4420714366189,784.1566862947134
7823,8.964951211714654,88.44772467395643,784.2274459734505
7824,8.965079015408355,88.45337754998393,784.2982029800432
7825,8.965206802770357,88.45903006477066,784.3689573149331
7826,8.965334573804839,88.46468221838589,784.439708978562
7827,8.965462328515967,88.47033401089882,784.5104579713728
7828,8.965590066907914,88.47598544237866,784.5812042938064
7829,8.965717788984849,88.48163651289458,784.6519479463064
7830,8.965845494750937,88.48728722251576,784.7226889293129
7831,8.965973184210347,88.4929375713113,784.7934272432688
7832,8.96610085736724,88.49858755935034,784.8641628886144
7833,8.966228514225776,88.50423718670197,784.9348958657926
7834,8.966356154790121,88.50988645343524,785.0056261752433
7835,8.966483779064431,88.51553535961922,785.0763538174089
7836,8.966611387052865,88.52118390532291,785.1470787927291
7837,8.966738978759576,88.52683209061533,785.217801101645
7838,8.966866554188723,88.53247991556545,785.2885207445989
7839,8.966994113344454,88.53812738024223,785.3592377220297
7840,8.967121656230923,88.54377448471462,785.4299520343775
7841,8.967249182852276,88.54942122905152,785.5006636820835
7842,8.967376693212666,88.55506761332182,785.5713726655897
7843,8.967504187316237,88.5607136375944,785.6420789853336
7844,8.967631665167133,88.56635930193812,785.7127826417549
7845,8.967759126769497,88.57200460642177,785.7834836352959
7846,8.967886572127473,88.57764955111419,785.8541819663941
7847,8.9680140012452,88.58329413608415,785.924877635491
7848,8.968141414126814,88.58893836140041,785.9955706430239
7849,8.968268810776454,88.5945822271317,786.0662609894337
7850,8.968396191198256,88.60022573334675,786.1369486751589
7851,8.968523555396352,88.60586888011426,786.2076337006398
7852,8.968650903374874,88.61151166750288,786.2783160663139
7853,8.968778235137956,88.61715409558128,786.3489957726191
7854,8.96890555068972,88.6227961644181,786.4196728199967
7855,8.969032850034301,88.62843787408192,786.4903472088841
7856,8.969160133175821,88.63407922464135,786.5610189397191
7857,8.969287400118406,88.63972021616495,786.6316880129407
7858,8.969414650866176,88.64536084872124,786.7023544289865
7859,8.969541885423252,88.65100112237876,786.7730181882952
7860,8.969669103793757,88.656641037206,786.8436792913043
7861,8.969796305981806,88.66228059327146,786.9143377384518
7862,8.969923491991516,88.66791979064357,786.9849935301751
7863,8.970050661827003,88.67355862939075,787.0556466669111
7864,8.970177815492379,88.67919710958145,787.1262971490995
7865,8.970304952991755,88.68483523128404,787.1969449771747
7866,8.970432074329242,88.6904729945669,787.2675901515761
7867,8.97055917950895,88.69611039949835,787.3382326727398
7868,8.970686268534983,88.70174744614674,787.4088725411019
