,재비산먼지 평균농도(㎍/㎥)
2121,27.0
2122,59.0
2123,19.0
2124,169.20999999999913
2125,29.0
2126,26.0
2127,14.0
2128,48.0
2129,14.0
2130,29.0
2131,15.0
2132,44.0
2133,65.0
2134,17.0
2135,56.0
2136,75.0
2137,66.0
2138,30.0
2139,50.0
2140,18.0
2141,14.0
2142,18.0
2143,15.0
2144,15.0
2145,19.0
2146,60.0
2147,47.0
2148,41.0
2149,25.0
2150,94.0
2151,17.0
2152,9.0
2153,6.0
2154,8.0
2155,67.0
2156,17.0
2157,6.0
2158,21.0
2159,8.0
2160,12.0
2161,8.0
2162,21.0
2163,10.0
2164,15.0
2165,27.0
2166,10.0
2167,6.0
2168,37.0
2169,5.0
2170,24.0
2171,91.0
2172,103.0
2173,130.0
2174,64.0
2175,83.0
2176,127.0
2177,86.0
2178,62.0
2179,35.0
2180,42.0
2181,28.0
2182,36.0
2183,41.0
2184,24.0
2185,20.0
2186,57.0
2187,40.0
2188,43.0
2189,27.0
2190,31.0
2191,5.0
2192,7.0
2193,33.0
2194,19.0
2195,18.0
2196,57.0
2197,8.0
2198,8.0
2199,19.0
2200,13.0
2201,25.0
2202,10.0
2203,4.0
2204,16.0
2205,14.0
2206,10.0
2207,10.0
2208,9.0
2209,48.0
2210,12.0
2211,10.0
2212,11.0
2213,38.0
2214,21.0
2215,17.0
2216,20.0
2217,18.0
2218,19.0
2219,20.0
2220,25.0
2221,15.0
2222,43.0
2223,28.0
2224,39.0
2225,13.0
2226,51.0
2227,14.0
2228,19.0
2229,18.0
2230,16.0
2231,22.0
2232,10.0
2233,12.0
2234,16.0
2235,11.0
2236,12.0
2237,12.0
2238,14.0
2239,24.0
2240,19.0
2241,18.0
2242,3.0
2243,3.0
2244,11.0
2245,11.0
2246,16.0
2247,16.0
2248,24.0
2249,24.0
2250,23.0
2251,23.0
2252,28.0
2253,157.0
2254,113.0
2255,19.0
2256,13.0
2257,11.0
2258,23.0
2259,169.20999999999913
2260,76.0
2261,169.20999999999913
2262,83.0
2263,63.0
2264,34.0
2265,32.0
2266,19.0
2267,20.0
2268,21.0
2269,26.0
2270,52.0
2271,29.0
2272,21.0
2273,15.0
2274,13.0
2275,15.0
2276,4.0
2277,19.0
2278,4.0
2279,12.0
2280,16.0
2281,7.0
2282,11.0
2283,5.0
2284,23.0
2285,89.0
2286,21.0
2287,36.0
2288,63.0
2289,147.0
2290,91.0
2291,169.0
2292,169.20999999999913
2293,169.20999999999913
2294,1.0
2295,30.0
2296,45.0
2297,48.0
2298,63.0
2299,40.0
2300,34.0
2301,58.0
2302,132.0
2303,1.0
2304,1.0
2305,1.0
2306,2.0
2307,33.0
2308,2.0
2309,3.0
2310,3.0
2311,17.0
2312,8.0
2313,6.0
2314,3.0
2315,3.0
2316,3.0
2317,3.0
2318,1.0
2319,2.0
2320,7.0
2321,15.0
2322,10.0
2323,4.0
2324,19.0
2325,4.0
2326,4.0
2327,2.0
2328,2.0
2329,3.0
2330,2.0
2331,2.0
2332,2.0
2333,3.0
2334,3.0
2335,3.0
2336,29.0
2337,2.0
2338,18.0
2339,47.0
2340,49.0
2341,45.0
2342,42.0
2343,37.0
2344,23.0
2345,41.0
2346,29.0
2347,8.0
2348,51.0
2349,85.0
2350,76.0
2351,97.0
2352,2.0
2353,6.0
2354,10.0
2355,11.0
2356,11.0
2357,11.0
2358,11.0
2359,11.0
2360,10.0
2361,10.0
2362,15.0
2363,13.0
2364,1.0
2365,1.0
2366,6.0
2367,6.0
2368,6.0
2369,6.0
2370,27.0
2371,27.0
2372,22.0
2373,22.0
2374,8.0
2375,8.0
2376,15.0
2377,15.0
2378,166.0
2379,169.20999999999913
2380,10.0
2381,1.0
2382,7.0
2383,5.0
2384,111.0
2385,163.0
2386,37.0
2387,3.0
2388,5.0
2389,3.0
2390,8.0
2391,1.0
2392,1.0
2393,21.0
2394,11.0
2395,11.0
2396,13.0
2397,9.0
2398,18.0
2399,76.0
2400,169.20999999999913
2401,49.0
2402,169.20999999999913
2403,169.20999999999913
2404,95.0
2405,169.20999999999913
2406,57.0
2407,169.20999999999913
2408,169.20999999999913
2409,116.0
2410,162.0
2411,169.20999999999913
2412,21.0
2413,90.0
2414,20.0
2415,12.0
2416,8.0
2417,17.0
2418,86.0
2419,28.0
2420,53.0
2421,73.0
2422,131.0
2423,78.0
2424,14.0
2425,43.0
2426,70.0
2427,30.0
2428,52.0
2429,65.0
2430,102.0
2431,36.0
2432,26.0
2433,13.0
2434,109.0
2435,47.0
2436,42.0
2437,46.0
2438,93.0
2439,68.0
2440,15.0
2441,56.0
2442,169.20999999999913
2443,1.0
2444,3.0
2445,33.0
2446,49.0
2447,67.0
2448,5.0
2449,5.0
2450,6.0
2451,6.0
2452,7.0
2453,7.0
2454,12.0
2455,12.0
2456,9.0
2457,9.0
2458,39.0
2459,18.0
2460,25.0
2461,33.0
2462,11.0
2463,40.0
2464,34.0
2465,25.0
2466,31.0
2467,26.0
2468,9.0
2469,24.0
2470,13.0
2471,15.0
2472,19.0
2473,9.0
2474,11.0
2475,86.0
2476,169.20999999999913
2477,86.0
2478,56.0
2479,102.0
2480,67.0
2481,169.20999999999913
2482,71.0
2483,29.0
2484,48.0
2485,37.0
2486,159.0
2487,39.0
2488,16.0
2489,34.0
2490,26.0
2491,8.0
2492,9.0
2493,15.0
2494,29.0
2495,84.0
2496,44.0
2497,58.0
2498,17.0
2499,36.0
2500,56.0
2501,22.0
2502,19.0
2503,5.0
2504,9.0
2505,6.0
2506,29.0
2507,15.0
2508,26.0
2509,49.0
2510,27.0
2511,17.0
2512,23.0
2513,67.0
2514,56.0
2515,126.0
2516,93.0
2517,22.0
2518,20.0
2519,52.0
2520,16.0
2521,41.0
2522,35.0
2523,24.0
2524,34.0
2525,15.0
2526,15.0
2527,35.0
2528,18.0
2529,129.0
2530,80.0
2531,55.0
2532,57.0
2533,111.0
2534,83.0
2535,45.0
2536,89.0
2537,76.0
2538,68.0
2539,11.0
2540,29.0
2541,18.0
2542,91.0
2543,46.0
2544,23.0
2545,26.0
2546,169.20999999999913
2547,38.0
2548,48.0
2549,164.0
2550,32.0
2551,8.0
2552,12.0
2553,20.0
2554,20.0
2555,21.0
2556,13.0
2557,13.0
2558,12.0
2559,24.0
2560,17.0
2561,13.0
2562,14.0
2563,12.0
2564,61.0
2565,23.0
2566,19.0
2567,26.0
2568,13.0
2569,17.0
2570,10.0
2571,49.0
2572,7.0
2573,24.0
2574,18.0
2575,39.0
2576,19.0
2577,16.0
2578,17.0
2579,38.0
2580,34.0
2581,15.0
2582,11.0
2583,14.0
2584,41.0
2585,13.0
2586,10.0
2587,12.0
2588,10.0
2589,14.0
2590,43.0
2591,25.0
2592,36.0
2593,16.0
2594,15.0
2595,21.0
2596,20.0
2597,7.0
2598,6.0
2599,14.0
2600,8.0
2601,9.0
2602,8.0
2603,13.0
2604,9.0
2605,11.0
2606,10.0
2607,10.0
2608,8.0
2609,10.0
2610,7.0
2611,4.0
2612,16.0
2613,13.0
2614,12.0
2615,45.0
2616,9.0
2617,12.0
2618,24.0
2619,23.0
2620,19.0
2621,12.0
2622,14.0
2623,5.0
2624,3.0
2625,3.0
2626,6.0
2627,7.0
2628,6.0
2629,6.0
2630,6.0
2631,5.0
2632,8.0
2633,6.0
2634,4.0
2635,4.0
2636,6.0
2637,20.0
2638,10.0
2639,7.0
2640,11.0
2641,9.0
2642,15.0
2643,11.0
2644,25.0
2645,38.0
2646,26.0
2647,48.0
2648,33.0
2649,58.0
2650,44.0
2651,51.0
2652,40.0
2653,21.0
2654,29.0
2655,34.0
2656,13.0
2657,18.0
2658,9.0
2659,10.0
2660,14.0
2661,8.0
2662,16.0
2663,8.0
2664,7.0
2665,9.0
2666,13.0
2667,10.0
2668,9.0
2669,11.0
2670,26.0
2671,5.0
2672,5.0
2673,7.0
2674,5.0
2675,23.0
2676,14.0
2677,11.0
2678,12.0
2679,16.0
2680,11.0
2681,17.0
2682,12.0
2683,8.0
2684,12.0
2685,19.0
2686,12.0
2687,17.0
2688,19.0
2689,15.0
2690,6.0
2691,6.0
2692,4.0
2693,5.0
2694,5.0
2695,7.0
2696,5.0
2697,8.0
2698,4.0
2699,9.0
2700,3.0
2701,10.0
2702,14.0
2703,17.0
2704,8.0
2705,15.0
2706,9.0
2707,19.0
2708,4.0
2709,36.0
2710,14.0
2711,10.0
2712,14.0
2713,11.0
2714,65.0
2715,7.0
2716,25.0
2717,13.0
2718,10.0
2719,5.0
2720,11.0
2721,6.0
2722,8.0
2723,6.0
2724,8.0
2725,21.0
2726,105.0
2727,109.0
2728,10.0
2729,16.0
2730,14.0
2731,4.0
2732,46.0
2733,19.0
2734,85.0
2735,31.0
2736,35.0
2737,32.0
2738,11.0
2739,7.0
2740,12.0
2741,5.0
2742,12.0
2743,19.0
2744,8.0
2745,13.0
2746,9.0
2747,6.0
2748,20.0
2749,10.0
2750,9.0
2751,169.20999999999913
2752,15.0
2753,14.0
2754,152.0
2755,27.0
2756,11.0
2757,8.0
2758,26.0
2759,45.0
2760,22.0
2761,32.0
2762,25.0
2763,11.0
2764,8.0
2765,8.0
2766,8.0
2767,28.0
2768,10.0
2769,8.0
2770,14.0
2771,8.0
2772,18.0
2773,12.0
2774,6.0
2775,10.0
2776,3.0
2777,4.0
2778,11.0
2779,8.0
2780,9.0
2781,20.0
2782,7.0
2783,3.0
2784,35.0
2785,13.0
2786,19.0
2787,7.0
2788,15.0
2789,16.0
2790,19.0
2791,11.0
2792,8.0
2793,8.0
2794,8.0
2795,7.0
2796,23.0
2797,6.0
2798,13.0
2799,10.0
2800,6.0
2801,7.0
2802,5.0
2803,14.0
2804,12.0
2805,9.0
2806,18.0
2807,8.0
2808,8.0
2809,9.0
2810,11.0
2811,15.0
2812,19.0
2813,15.0
2814,18.0
2815,14.0
2816,19.0
2817,11.0
2818,16.0
2819,52.0
2820,42.0
2821,8.0
2822,10.0
2823,4.0
2824,11.0
2825,7.0
2826,30.0
2827,12.0
2828,5.0
2829,9.0
2830,8.0
2831,8.0
2832,21.0
2833,8.0
2834,65.0
2835,32.0
2836,13.0
2837,17.0
2838,8.0
2839,8.0
2840,62.0
2841,31.0
2842,25.0
2843,11.0
2844,21.0
2845,9.0
2846,21.0
2847,45.0
2848,9.0
2849,19.0
2850,30.0
2851,72.0
2852,73.0
2853,9.0
2854,9.0
2855,6.0
2856,12.0
2857,8.0
2858,10.0
2859,42.0
2860,11.0
2861,10.0
2862,14.0
2863,14.0
2864,16.0
2865,11.0
2866,8.0
2867,9.0
2868,33.0
2869,11.0
2870,17.0
2871,12.0
2872,13.0
2873,13.0
2874,16.0
2875,14.0
2876,12.0
2877,7.0
2878,158.0
2879,11.0
2880,15.0
2881,7.0
2882,12.0
2883,26.0
2884,8.0
2885,9.0
2886,19.0
2887,8.0
2888,9.0
2889,14.0
2890,9.0
2891,9.0
2892,5.0
2893,13.0
2894,9.0
2895,11.0
2896,8.0
2897,9.0
2898,13.0
2899,5.0
2900,22.0
2901,16.0
2902,13.0
2903,21.0
2904,10.0
2905,35.0
2906,15.0
2907,5.0
2908,8.0
2909,13.0
2910,5.0
2911,31.0
2912,7.0
2913,5.0
2914,27.0
2915,5.0
2916,6.0
2917,4.0
2918,11.0
2919,14.0
2920,10.0
2921,8.0
2922,7.0
2923,7.0
2924,13.0
2925,7.0
2926,9.0
2927,6.0
2928,8.0
2929,7.0
2930,7.0
2931,7.0
2932,7.0
2933,5.0
2934,107.0
2935,16.0
2936,5.0
2937,6.0
2938,22.0
2939,5.0
2940,6.0
2941,7.0
2942,5.0
2943,12.0
2944,8.0
2945,4.0
2946,7.0
2947,10.0
2948,3.0
2949,8.0
2950,5.0
2951,5.0
2952,5.0
2953,4.0
2954,6.0
2955,5.0
2956,5.0
2957,4.0
2958,16.0
2959,27.0
2960,5.0
2961,4.0
2962,5.0
2963,53.0
2964,23.0
2965,26.0
2966,11.0
2967,6.0
2968,19.0
2969,12.0
2970,12.0
2971,8.0
2972,10.0
2973,8.0
2974,24.0
2975,28.0
2976,10.0
2977,7.0
2978,4.0
2979,4.0
2980,5.0
2981,4.0
2982,4.0
2983,4.0
2984,5.0
2985,5.0
2986,4.0
2987,4.0
2988,4.0
2989,4.0
2990,7.0
2991,6.0
2992,6.0
2993,5.0
2994,7.0
2995,5.0
2996,7.0
2997,6.0
2998,8.0
2999,5.0
3000,6.0
3001,9.0
3002,48.0
3003,6.0
3004,6.0
3005,5.0
3006,5.0
3007,5.0
3008,5.0
3009,6.0
3010,6.0
3011,5.0
3012,5.0
3013,5.0
3014,6.0
3015,7.0
3016,55.0
3017,13.0
3018,14.0
3019,8.0
3020,7.0
3021,14.0
3022,11.0
3023,11.0
3024,169.20999999999913
3025,14.0
3026,9.0
3027,8.0
3028,11.0
3029,13.0
3030,25.0
3031,11.0
3032,17.0
3033,77.0
3034,20.0
3035,8.0
3036,24.0
3037,25.0
3038,31.0
3039,106.0
3040,24.0
3041,16.0
3042,35.0
3043,17.0
3044,25.0
3045,15.0
3046,16.0
3047,34.0
3048,14.0
3049,29.0
3050,9.0
3051,14.0
3052,10.0
3053,4.0
3054,5.0
3055,4.0
3056,8.0
3057,4.0
3058,3.0
3059,3.0
3060,8.0
3061,3.0
3062,3.0
3063,4.0
3064,7.0
3065,16.0
3066,7.0
3067,5.0
3068,13.0
3069,10.0
3070,6.0
3071,12.0
3072,7.0
3073,9.0
3074,34.0
3075,8.0
3076,44.0
3077,7.0
3078,28.0
3079,19.0
3080,7.0
3081,7.0
3082,8.0
3083,7.0
3084,9.0
3085,10.0
3086,7.0
3087,6.0
3088,13.0
3089,9.0
3090,8.0
3091,20.0
3092,8.0
3093,6.0
3094,4.0
3095,6.0
3096,5.0
3097,4.0
3098,4.0
3099,3.0
3100,9.0
3101,4.0
3102,6.0
3103,8.0
3104,6.0
3105,4.0
3106,4.0
3107,10.0
3108,12.0
3109,16.0
3110,12.0
3111,22.0
3112,11.0
3113,9.0
3114,11.0
3115,24.0
3116,14.0
3117,18.0
3118,9.0
3119,12.0
3120,9.0
3121,9.0
3122,7.0
3123,4.0
3124,14.0
3125,19.0
3126,7.0
3127,11.0
3128,14.0
3129,9.0
3130,8.0
3131,9.0
3132,11.0
3133,10.0
3134,20.0
3135,6.0
3136,10.0
3137,137.0
3138,4.0
3139,20.0
3140,7.0
3141,9.0
3142,8.0
3143,5.0
3144,19.0
3145,6.0
3146,34.0
3147,11.0
3148,13.0
3149,38.0
3150,31.0
3151,6.0
3152,4.0
3153,3.0
3154,13.0
3155,4.0
3156,5.0
3157,6.0
3158,23.0
3159,7.0
3160,9.0
3161,10.0
3162,13.0
3163,22.0
3164,169.20999999999913
3165,7.0
3166,19.0
3167,12.0
3168,56.0
3169,10.0
3170,6.0
3171,12.0
3172,12.0
3173,11.0
3174,10.0
3175,11.0
3176,14.0
3177,11.0
3178,10.0
3179,10.0
3180,12.0
3181,15.0
3182,11.0
3183,12.0
3184,10.0
3185,16.0
3186,12.0
3187,11.0
3188,8.0
3189,10.0
3190,14.0
3191,8.0
3192,9.0
3193,9.0
3194,11.0
3195,10.0
3196,9.0
3197,9.0
3198,9.0
3199,9.0
3200,9.0
3201,22.0
3202,13.0
3203,12.0
3204,20.0
3205,45.0
3206,17.0
3207,18.0
3208,10.0
3209,12.0
3210,21.0
3211,5.0
3212,7.0
3213,32.0
3214,6.0
3215,53.0
3216,22.0
3217,7.0
3218,6.0
3219,6.0
3220,22.0
3221,6.0
3222,14.0
3223,10.0
3224,8.0
3225,21.0
3226,6.0
3227,7.0
3228,8.0
3229,4.0
3230,6.0
3231,61.0
3232,4.0
3233,6.0
3234,6.0
3235,6.0
3236,5.0
3237,6.0
3238,7.0
3239,7.0
3240,9.0
3241,7.0
3242,7.0
3243,14.0
3244,7.0
3245,10.0
3246,24.0
3247,8.0
3248,8.0
3249,9.0
3250,7.0
3251,8.0
3252,10.0
3253,12.0
3254,9.0
3255,21.0
3256,6.0
3257,9.0
3258,16.0
3259,10.0
3260,9.0
3261,9.0
3262,7.0
3263,12.0
3264,4.0
3265,6.0
3266,9.0
3267,14.0
3268,7.0
3269,7.0
3270,6.0
3271,5.0
3272,19.0
3273,13.0
3274,17.0
3275,13.0
3276,12.0
3277,11.0
3278,15.0
3279,10.0
3280,9.0
3281,32.0
3282,15.0
3283,14.0
3284,15.0
3285,10.0
3286,11.0
3287,14.0
3288,12.0
3289,41.0
3290,13.0
3291,15.0
3292,56.0
3293,14.0
3294,20.0
3295,9.0
3296,22.0
3297,8.0
3298,6.0
3299,13.0
3300,9.0
3301,5.0
3302,14.0
3303,14.0
3304,8.0
3305,12.0
3306,25.0
3307,12.0
3308,31.0
3309,6.0
3310,8.0
3311,52.0
3312,5.0
3313,4.0
3314,4.0
3315,6.0
3316,7.0
3317,8.0
3318,35.0
3319,14.0
3320,4.0
3321,12.0
3322,23.0
3323,8.0
3324,8.0
3325,7.0
3326,6.0
3327,35.0
3328,12.0
3329,7.0
3330,22.0
3331,13.0
3332,38.0
3333,14.0
3334,102.0
3335,24.0
3336,12.0
3337,9.0
3338,15.0
3339,36.0
3340,8.0
3341,8.0
3342,7.0
3343,7.0
3344,141.0
3345,19.0
3346,10.0
3347,13.0
3348,8.0
3349,12.0
3350,10.0
3351,7.0
3352,17.0
3353,6.0
3354,13.0
3355,4.0
3356,15.0
3357,6.0
3358,7.0
3359,19.0
3360,8.0
3361,8.0
3362,11.0
3363,7.0
3364,6.0
3365,7.0
3366,6.0
3367,6.0
3368,5.0
3369,5.0
3370,7.0
3371,6.0
3372,5.0
3373,6.0
3374,6.0
3375,6.0
3376,44.0
3377,16.0
3378,29.0
3379,22.0
3380,26.0
3381,19.0
3382,63.0
3383,38.0
3384,14.0
3385,11.0
3386,17.0
3387,14.0
3388,11.0
3389,7.0
3390,13.0
3391,9.0
3392,14.0
3393,9.0
3394,9.0
3395,7.0
3396,14.0
3397,12.0
3398,27.0
3399,10.0
3400,10.0
3401,10.0
3402,8.0
3403,12.0
3404,20.0
3405,9.0
3406,6.0
3407,5.0
3408,5.0
3409,5.0
3410,5.0
3411,6.0
3412,6.0
3413,7.0
3414,8.0
3415,5.0
3416,7.0
3417,5.0
3418,9.0
3419,14.0
3420,9.0
3421,11.0
3422,24.0
3423,16.0
3424,18.0
3425,13.0
3426,12.0
3427,19.0
3428,12.0
3429,14.0
3430,17.0
3431,15.0
3432,14.0
3433,15.0
3434,14.0
3435,12.0
3436,24.0
3437,24.0
3438,12.0
3439,9.0
3440,27.0
3441,79.0
3442,44.0
3443,20.0
3444,17.0
3445,13.0
3446,12.0
3447,12.0
3448,14.0
3449,21.0
3450,13.0
3451,13.0
3452,8.0
3453,14.0
3454,57.0
3455,13.0
3456,14.0
3457,8.0
3458,10.0
3459,9.0
3460,12.0
3461,12.0
3462,6.0
3463,5.0
3464,5.0
3465,5.0
3466,6.0
3467,6.0
3468,7.0
3469,6.0
3470,8.0
3471,6.0
3472,13.0
3473,11.0
3474,8.0
3475,6.0
3476,10.0
3477,63.0
3478,10.0
3479,10.0
3480,7.0
3481,9.0
3482,6.0
3483,5.0
3484,5.0
3485,17.0
3486,11.0
3487,4.0
3488,4.0
3489,22.0
3490,5.0
3491,13.0
3492,12.0
3493,12.0
3494,20.0
3495,90.0
3496,14.0
3497,9.0
3498,7.0
3499,13.0
3500,8.0
3501,54.0
3502,16.0
3503,84.0
3504,7.0
3505,19.0
3506,21.0
3507,12.0
3508,5.0
3509,6.0
3510,7.0
3511,6.0
3512,25.0
3513,7.0
3514,11.0
3515,9.0
3516,13.0
3517,5.0
3518,7.0
3519,5.0
3520,8.0
3521,5.0
3522,5.0
3523,7.0
3524,6.0
3525,4.0
3526,4.0
3527,12.0
3528,9.0
3529,8.0
3530,9.0
3531,8.0
3532,5.0
3533,10.0
3534,7.0
3535,7.0
3536,3.0
3537,10.0
3538,5.0
3539,16.0
3540,27.0
3541,26.0
3542,27.0
3543,33.0
3544,25.0
3545,23.0
3546,18.0
3547,11.0
3548,5.0
3549,9.0
3550,3.0
3551,4.0
3552,6.0
3553,24.0
3554,13.0
3555,9.0
3556,10.0
3557,8.0
3558,8.0
3559,5.0
3560,6.0
3561,4.0
3562,4.0
3563,5.0
3564,4.0
3565,12.0
3566,5.0
3567,5.0
3568,8.0
3569,8.0
3570,6.0
3571,10.0
3572,5.0
3573,10.0
3574,5.0
3575,4.0
3576,5.0
3577,18.0
3578,9.0
3579,6.0
3580,11.0
3581,7.0
3582,6.0
3583,16.0
3584,6.0
3585,9.0
3586,9.0
3587,14.0
3588,6.0
3589,8.0
3590,16.0
3591,9.0
3592,9.0
3593,9.0
3594,6.0
3595,7.0
3596,7.0
3597,9.0
3598,6.0
3599,14.0
3600,9.0
3601,9.0
3602,11.0
3603,7.0
3604,8.0
3605,9.0
3606,9.0
3607,13.0
3608,12.0
3609,8.0
3610,11.0
3611,3.0
3612,4.0
3613,8.0
3614,7.0
3615,9.0
3616,19.0
3617,21.0
3618,8.0
3619,8.0
3620,8.0
3621,14.0
3622,18.0
3623,8.0
3624,65.0
3625,11.0
3626,15.0
3627,10.0
3628,12.0
3629,10.0
3630,8.0
3631,6.0
3632,14.0
3633,37.0
3634,127.0
3635,14.0
3636,11.0
3637,12.0
3638,7.0
3639,12.0
3640,10.0
3641,10.0
3642,12.0
3643,8.0
3644,148.0
3645,7.0
3646,10.0
3647,9.0
3648,12.0
3649,13.0
3650,8.0
3651,7.0
3652,6.0
3653,5.0
3654,11.0
3655,10.0
3656,8.0
3657,8.0
3658,20.0
3659,11.0
3660,4.0
3661,6.0
3662,8.0
3663,16.0
3664,12.0
3665,8.0
3666,23.0
3667,14.0
3668,12.0
3669,12.0
3670,8.0
3671,3.0
3672,3.0
3673,5.0
3674,5.0
3675,8.0
3676,64.0
3677,17.0
3678,4.0
3679,5.0
3680,15.0
3681,4.0
3682,6.0
3683,4.0
3684,8.0
3685,6.0
3686,6.0
3687,14.0
3688,3.0
3689,12.0
3690,13.0
3691,14.0
3692,15.0
3693,12.0
3694,11.0
3695,18.0
3696,12.0
3697,9.0
3698,11.0
3699,11.0
3700,12.0
3701,11.0
3702,10.0
3703,46.0
3704,13.0
3705,13.0
3706,11.0
3707,14.0
3708,11.0
3709,8.0
3710,27.0
3711,83.0
3712,11.0
3713,13.0
3714,10.0
3715,8.0
3716,22.0
3717,9.0
3718,6.0
3719,7.0
3720,7.0
3721,7.0
3722,32.0
3723,16.0
3724,5.0
3725,7.0
3726,13.0
3727,49.0
3728,67.0
3729,43.0
3730,44.0
3731,41.0
3732,48.0
3733,28.0
3734,15.0
3735,7.0
3736,6.0
3737,6.0
3738,3.0
3739,6.0
3740,9.0
3741,8.0
3742,4.0
3743,7.0
3744,15.0
3745,6.0
3746,4.0
3747,7.0
3748,6.0
3749,5.0
3750,14.0
3751,4.0
3752,3.0
3753,18.0
3754,6.0
3755,3.0
3756,4.0
3757,11.0
3758,3.0
3759,9.0
3760,11.0
3761,18.0
3762,12.0
3763,16.0
3764,18.0
3765,9.0
3766,6.0
3767,4.0
3768,7.0
3769,42.0
3770,10.0
3771,10.0
3772,21.0
3773,18.0
3774,29.0
3775,138.0
3776,36.0
3777,20.0
3778,6.0
3779,10.0
3780,13.0
3781,17.0
3782,15.0
3783,9.0
3784,6.0
3785,9.0
3786,10.0
3787,9.0
3788,6.0
3789,6.0
3790,27.0
3791,97.0
3792,6.0
3793,8.0
3794,9.0
3795,11.0
3796,13.0
3797,7.0
3798,9.0
3799,11.0
3800,10.0
3801,9.0
3802,8.0
3803,8.0
3804,5.0
3805,8.0
3806,19.0
3807,7.0
3808,5.0
3809,7.0
3810,12.0
3811,10.0
3812,19.0
3813,8.0
3814,24.0
3815,5.0
3816,12.0
3817,26.0
3818,7.0
3819,4.0
3820,4.0
3821,5.0
3822,5.0
3823,24.0
3824,18.0
3825,16.0
3826,14.0
3827,15.0
3828,17.0
3829,17.0
3830,17.0
3831,17.0
3832,15.0
3833,16.0
3834,14.0
3835,20.0
3836,18.0
3837,10.0
3838,9.0
3839,4.0
3840,7.0
3841,4.0
3842,5.0
3843,10.0
3844,22.0
3845,9.0
3846,18.0
3847,7.0
3848,6.0
3849,8.0
3850,17.0
3851,5.0
3852,12.0
3853,13.0
3854,8.0
3855,3.0
3856,10.0
3857,43.0
3858,12.0
3859,10.0
3860,9.0
3861,8.0
3862,11.0
3863,21.0
3864,6.0
3865,6.0
3866,6.0
3867,8.0
3868,7.0
3869,12.0
3870,6.0
3871,12.0
3872,8.0
3873,11.0
3874,7.0
3875,7.0
3876,16.0
3877,8.0
3878,7.0
3879,5.0
3880,68.0
3881,5.0
3882,14.0
3883,7.0
3884,23.0
3885,7.0
3886,10.0
3887,10.0
3888,10.0
3889,22.0
3890,9.0
3891,9.0
3892,13.0
3893,9.0
3894,7.0
3895,7.0
3896,18.0
3897,8.0
3898,21.0
3899,7.0
3900,4.0
3901,6.0
3902,9.0
3903,4.0
3904,8.0
3905,8.0
3906,8.0
3907,11.0
3908,8.0
3909,7.0
3910,10.0
3911,9.0
3912,8.0
3913,7.0
3914,13.0
3915,15.0
3916,12.0
3917,25.0
3918,41.0
3919,19.0
3920,18.0
3921,8.0
3922,10.0
3923,24.0
3924,13.0
3925,14.0
3926,11.0
3927,12.0
3928,13.0
3929,13.0
3930,11.0
3931,9.0
3932,12.0
3933,8.0
3934,12.0
3935,8.0
3936,10.0
3937,22.0
3938,9.0
3939,8.0
3940,6.0
3941,16.0
3942,11.0
3943,30.0
3944,15.0
3945,12.0
3946,17.0
3947,11.0
3948,120.0
3949,10.0
3950,10.0
3951,30.0
3952,31.0
3953,13.0
3954,12.0
3955,9.0
3956,32.0
3957,13.0
3958,19.0
3959,24.0
3960,16.0
3961,5.0
3962,48.0
3963,14.0
3964,11.0
3965,10.0
3966,169.20999999999913
3967,21.0
3968,34.0
3969,15.0
3970,7.0
3971,12.0
3972,16.0
3973,7.0
3974,13.0
3975,6.0
3976,12.0
3977,36.0
3978,8.0
3979,28.0
3980,36.0
3981,3.0
3982,7.0
3983,6.0
3984,13.0
3985,7.0
3986,7.0
3987,4.0
3988,8.0
3989,57.0
3990,4.0
3991,5.0
3992,21.0
3993,16.0
3994,8.0
3995,6.0
3996,12.0
3997,169.20999999999913
3998,14.0
3999,12.0
4000,8.0
4001,10.0
4002,12.0
4003,15.0
4004,9.0
4005,80.0
4006,25.0
4007,13.0
4008,13.0
4009,21.0
4010,12.0
4011,17.0
4012,15.0
4013,20.0
4014,26.0
4015,30.0
4016,13.0
4017,6.0
4018,6.0
4019,14.0
4020,10.0
4021,11.0
4022,9.0
4023,34.0
4024,19.0
4025,21.0
4026,18.0
4027,9.0
4028,12.0
4029,12.0
4030,5.0
4031,12.0
4032,5.0
4033,16.0
4034,7.0
4035,7.0
4036,13.0
4037,8.0
4038,15.0
4039,9.0
4040,8.0
4041,7.0
4042,9.0
4043,9.0
4044,14.0
4045,5.0
4046,4.0
4047,6.0
4048,8.0
4049,26.0
4050,12.0
4051,12.0
4052,9.0
4053,12.0
4054,10.0
4055,27.0
4056,5.0
4057,4.0
4058,9.0
4059,14.0
4060,20.0
4061,20.0
4062,12.0
4063,14.0
4064,4.0
4065,25.0
4066,7.0
4067,4.0
4068,4.0
4069,6.0
4070,135.0
4071,15.0
4072,10.0
4073,4.0
4074,5.0
4075,17.0
4076,17.0
4077,18.0
4078,32.0
4079,169.20999999999913
4080,13.0
4081,24.0
4082,14.0
4083,11.0
4084,25.0
4085,11.0
4086,33.0
4087,13.0
4088,26.0
4089,9.0
4090,59.0
4091,41.0
4092,17.0
4093,14.0
4094,27.0
4095,10.0
4096,4.0
4097,5.0
4098,4.0
4099,5.0
4100,13.0
4101,4.0
4102,6.0
4103,7.0
