CELL_ID,lat,lon,CELL_X,CELL_Y,PM10_ugm3,datetime
다사54504050,37.4648535312386,126.985479280839,954625,1940625,45.990395,2025-10-01 10:00:00
다사54255675,37.6113064605341,126.981639435315,954375,1956875,41.154465,2025-10-01 10:00:00
다사54255700,37.613559742737706,126.98162379468201,954375,1957125,41.085484,2025-10-01 10:00:00
다사54255725,37.615813024073205,126.98160815230601,954375,1957375,40.263367,2025-10-01 10:00:00
다사54255750,37.618066304540704,126.981592508188,954375,1957625,40.096508,2025-10-01 10:00:00
다사54255575,37.6022933230394,126.98170198043002,954375,1955875,41.33621,2025-10-01 10:00:00
다사54255600,37.6045466087151,126.981686346764,954375,1956125,41.303913,2025-10-01 10:00:00
다사54255625,37.6067998935228,126.98167071135599,954375,1956375,41.26406,2025-10-01 10:00:00
다사54255650,37.6090531774624,126.981655074206,954375,1956625,41.212013,2025-10-01 10:00:00
다사54255875,37.6293326938562,126.981514261452,954375,1958875,39.063698,2025-10-01 10:00:00
다사54255900,37.631585969114795,126.98149860687401,954375,1959125,38.82806,2025-10-01 10:00:00
다사54255925,37.6338392435052,126.981482950553,954375,1959375,38.78922,2025-10-01 10:00:00
다사54255950,37.6360925170274,126.981467292487,954375,1959625,38.544193,2025-10-01 10:00:00
다사54255775,37.6203195841401,126.981576862327,954375,1957875,39.914932,2025-10-01 10:00:00
다사54255800,37.6225728628713,126.981561214723,954375,1958125,39.712284,2025-10-01 10:00:00
다사54255825,37.6248261407344,126.981545565376,954375,1958375,39.499943,2025-10-01 10:00:00
다사54255850,37.6270794177294,126.981529914286,954375,1958625,39.288757,2025-10-01 10:00:00
다사54005750,37.6180538937833,126.97875978754601,954125,1957625,40.02878,2025-10-01 10:00:00
다사54005775,37.6203071723795,126.978744056201,954125,1957875,39.847927,2025-10-01 10:00:00
다사54005800,37.6225604501075,126.978728323104,954125,1958125,39.658813,2025-10-01 10:00:00
다사54005825,37.6248137269673,126.978712588254,954125,1958375,39.448605,2025-10-01 10:00:00
다사54005650,37.6090407707171,126.978822695405,954125,1956625,41.149864,2025-10-01 10:00:00
다사54005675,37.611294052785894,126.978806971068,954125,1956875,41.08726,2025-10-01 10:00:00
다사54005700,37.6135473339865,126.978791244979,954125,1957125,41.018024,2025-10-01 10:00:00
다사54005725,37.6158006143189,126.978775517139,954125,1957375,40.188423,2025-10-01 10:00:00
다사54005950,37.6360800982428,126.978633887708,954125,1959625,38.341167,2025-10-01 10:00:00
다사54006150,37.65410624713079,126.978507875622,954125,1961625,35.777565,2025-10-01 10:00:00
다사54006175,37.6563595118339,126.97849211621401,954125,1961875,35.663326,2025-10-01 10:00:00
다사54006200,37.6586127756686,126.978476355049,954125,1962125,35.564342,2025-10-01 10:00:00
다사54005850,37.627067002958896,126.978696851651,954125,1958625,39.239048,2025-10-01 10:00:00
다사54005875,37.629320278082204,126.97868111329599,954125,1958875,39.02701,2025-10-01 10:00:00
다사54005900,37.6315735523374,126.97866537318701,954125,1959125,38.80393,2025-10-01 10:00:00
다사54005925,37.6338268257242,126.978649631324,954125,1959375,38.576267,2025-10-01 10:00:00
다사54005350,37.5820013181871,126.979011250901,954125,1953625,42.682865,2025-10-01 10:00:00
다사54005375,37.5842546106716,126.97899554756701,954125,1953875,42.68567,2025-10-01 10:00:00
다사54005400,37.5865079022883,126.978979842484,954125,1954125,42.28503,2025-10-01 10:00:00
다사54005425,37.588761193037,126.978964135652,954125,1954375,42.283234,2025-10-01 10:00:00
다사54005250,37.5729881395705,126.97907404674999,954125,1952625,42.622143,2025-10-01 10:00:00
다사54005275,37.5752414355264,126.979058350411,954125,1952875,42.581596,2025-10-01 10:00:00
다사54005300,37.5774947306145,126.979042652323,954125,1953125,42.69635,2025-10-01 10:00:00
다사54005325,37.57974802483471,126.979026952486,954125,1953375,42.68555,2025-10-01 10:00:00
다사54005550,37.6000276337616,126.978885575242,954125,1955625,42.302994,2025-10-01 10:00:00
다사54005575,37.6022809193026,126.97886985790899,954125,1955875,41.28652,2025-10-01 10:00:00
다사54005600,37.604534203975504,126.978854138825,954125,1956125,41.249153,2025-10-01 10:00:00
다사54005625,37.6067874877803,126.97883841799101,954125,1956375,41.20606,2025-10-01 10:00:00
다사54005450,37.5910144829179,126.97894842707,954125,1954625,42.285194,2025-10-01 10:00:00
다사54005475,37.5932677719308,126.978932716738,954125,1954875,42.28819,2025-10-01 10:00:00
다사54005500,37.595521060075704,126.978917004656,954125,1955125,42.290943,2025-10-01 10:00:00
다사54005525,37.5977743473526,126.978901290824,954125,1955375,42.298138,2025-10-01 10:00:00
다사54254475,37.503147894277205,126.98238814080798,954375,1944875,48.809742,2025-10-01 10:00:00
다사54254500,37.505401218126295,126.982372583563,954375,1945125,48.76697,2025-10-01 10:00:00
다사54254525,37.5076545411082,126.982357024586,954375,1945375,48.70125,2025-10-01 10:00:00
다사54254550,37.5099078632229,126.98234146387699,954375,1945625,48.294445,2025-10-01 10:00:00
다사54254375,37.4941345902093,126.982450352465,954375,1943875,48.770576,2025-10-01 10:00:00
다사54254400,37.496387917526995,126.98243480214899,954375,1944125,48.804623,2025-10-01 10:00:00
다사54254425,37.4986412439775,126.98241925010001,954375,1944375,48.83135,2025-10-01 10:00:00
다사54254450,37.5008945695609,126.98240369632,954375,1944625,48.83434,2025-10-01 10:00:00
다사54254675,37.5211744607879,126.98226363433099,954375,1946875,48.515472,2025-10-01 10:00:00
다사54254700,37.523427777699,126.982248063221,954375,1947125,47.825527,2025-10-01 10:00:00
다사54254725,37.5256810937428,126.982232490377,954375,1947375,47.643715,2025-10-01 10:00:00
다사54254750,37.52793440891929,126.982216915799,954375,1947625,47.22705,2025-10-01 10:00:00
다사54254575,37.5121611844704,126.982325901434,954375,1945875,48.195972,2025-10-01 10:00:00
다사54254600,37.514414504850706,126.982310337258,954375,1946125,48.58359,2025-10-01 10:00:00
다사54254625,37.5166678243637,126.98229477135,954375,1946375,48.423153,2025-10-01 10:00:00
다사54254650,37.5189211430094,126.98227920370701,954375,1946625,48.25997,2025-10-01 10:00:00
다사54254075,37.4670945947699,126.982636821271,954375,1940875,46.025772,2025-10-01 10:00:00
다사54254100,37.469347932491395,126.982621291718,954375,1941125,46.187134,2025-10-01 10:00:00
다사54254125,37.471601269345996,126.982605760436,954375,1941375,46.352936,2025-10-01 10:00:00
다사54254150,37.473854605333706,126.982590227425,954375,1941625,46.524826,2025-10-01 10:00:00
다사54253975,37.458081235215396,126.982698922194,954375,1939875,45.513332,2025-10-01 10:00:00
다사54254000,37.46033457640429,126.98268339955601,954375,1940125,45.62794,2025-10-01 10:00:00
다사54254025,37.4625879167263,126.98266787518999,954375,1940375,45.753696,2025-10-01 10:00:00
다사54254050,37.4648412561815,126.982652349095,954375,1940625,45.88117,2025-10-01 10:00:00
다사54254275,37.4851212722681,126.98251253642,954375,1942875,48.69816,2025-10-01 10:00:00
다사54254300,37.487374603054,126.982496993028,954375,1943125,48.75302,2025-10-01 10:00:00
다사54254325,37.4896279329728,126.982481447905,954375,1943375,48.656193,2025-10-01 10:00:00
다사54254350,37.491881262024606,126.982465901051,954375,1943625,48.720135,2025-10-01 10:00:00
다사54254175,37.476107940454504,126.982574692684,954375,1941875,46.693836,2025-10-01 10:00:00
다사54254200,37.4783612747084,126.982559156213,954375,1942125,46.856785,2025-10-01 10:00:00
다사54254225,37.4806146080953,126.982543618012,954375,1942375,47.008133,2025-10-01 10:00:00
다사54254250,37.4828679406151,126.982528078081,954375,1942625,47.140995,2025-10-01 10:00:00
다사54004150,37.4738422586563,126.979762957997,954125,1941625,46.4024,2025-10-01 10:00:00
다사54004175,37.476095592777796,126.979747338379,954125,1941875,46.588566,2025-10-01 10:00:00
다사54004200,37.478348926032204,126.979731717022,954125,1942125,46.767643,2025-10-01 10:00:00
다사54004225,37.4806022584195,126.979716093925,954125,1942375,46.91768,2025-10-01 10:00:00
다사54004050,37.4648289135011,126.97982541907899,954125,1940625,45.74375,2025-10-01 10:00:00
다사54004075,37.4670822510903,126.979809806416,954125,1940875,45.89222,2025-10-01 10:00:00
다사54004100,37.4693355878126,126.97979419201499,954125,1941125,46.053257,2025-10-01 10:00:00
다사54004125,37.471588923668,126.979778575875,954125,1941375,46.21981,2025-10-01 10:00:00
다사54004350,37.4918689073505,126.97963795234301,954125,1943625,48.72086,2025-10-01 10:00:00
다사54004375,37.494122234535396,126.979622318806,954125,1943875,48.85689,2025-10-01 10:00:00
다사54004400,37.4963755608531,126.979606683527,954125,1944125,48.951313,2025-10-01 10:00:00
다사54004425,37.4986288863037,126.979591046507,954125,1944375,49.004486,2025-10-01 10:00:00
다사54004250,37.4828555899399,126.979700469089,954125,1942625,47.032726,2025-10-01 10:00:00
다사54004275,37.485108920593206,126.97968484251301,954125,1942875,48.47965,2025-10-01 10:00:00
다사54004300,37.4873622503794,126.979669214197,954125,1943125,48.419743,2025-10-01 10:00:00
다사54004325,37.4896155792985,126.97965358414,954125,1943375,48.378536,2025-10-01 10:00:00
다사53755775,37.6202946926171,126.97591125182801,953875,1957875,39.78847,2025-10-01 10:00:00
다사53755800,37.6225479693364,126.975895433238,953875,1958125,39.603943,2025-10-01 10:00:00
다사53755825,37.6248012451874,126.975879612885,953875,1958375,39.40286,2025-10-01 10:00:00
다사53755850,37.627054520170105,126.97586379076999,953875,1958625,39.201965,2025-10-01 10:00:00
다사53755675,37.611281577057795,126.975974508573,953875,1956875,41.027035,2025-10-01 10:00:00
다사53755700,37.613534857249896,126.975958697029,953875,1957125,40.95585,2025-10-01 10:00:00
다사53755725,37.6157881365739,126.975942883724,953875,1957375,40.12151,2025-10-01 10:00:00
다사53755750,37.6180414150296,126.975927068657,953875,1957625,39.960537,2025-10-01 10:00:00
다사54003950,37.4558155544753,126.97988785235,954125,1939625,45.276787,2025-10-01 10:00:00
다사54003975,37.4580688955321,126.979872246639,954125,1939875,45.382183,2025-10-01 10:00:00
다사54004000,37.460322235721996,126.97985663918999,954125,1940125,45.492264,2025-10-01 10:00:00
다사54004025,37.462575575045,126.97984103000401,954125,1940375,45.620277,2025-10-01 10:00:00
다사53755875,37.6293077942846,126.975847966893,953875,1958875,39.000168,2025-10-01 10:00:00
다사53755900,37.631561067530704,126.975832141253,953875,1959125,38.787956,2025-10-01 10:00:00
다사53755925,37.6338143399085,126.975816313849,953875,1959375,38.57136,2025-10-01 10:00:00
다사53755950,37.636067611418,126.97580048468299,953875,1959625,38.348442,2025-10-01 10:00:00
다사54004950,37.545948520417106,126.979262266533,954125,1949625,45.180817,2025-10-01 10:00:00
다사54004975,37.548201826785295,126.979246591157,954125,1949875,44.68949,2025-10-01 10:00:00
다사54005000,37.5504551322859,126.979230914035,954125,1950125,43.96719,2025-10-01 10:00:00
다사54005025,37.5527084369189,126.979215235167,954125,1950375,43.812393,2025-10-01 10:00:00
다사54004850,37.5369352862687,126.979324950583,954125,1948625,46.399403,2025-10-01 10:00:00
다사54004875,37.5391885961071,126.979309282189,954125,1948875,45.9408,2025-10-01 10:00:00
다사54004900,37.541441905078,126.979293612049,954125,1949125,45.70094,2025-10-01 10:00:00
다사54004925,37.543695213181294,126.979277940164,954125,1949375,45.442356,2025-10-01 10:00:00
다사54005150,37.5639749470691,126.97913681463001,954125,1951625,42.732147,2025-10-01 10:00:00
다사54005175,37.5662282464961,126.979121125282,954125,1951875,42.75182,2025-10-01 10:00:00
다사54005200,37.5684815450553,126.979105434186,954125,1952125,42.716705,2025-10-01 10:00:00
다사54005225,37.570734842746795,126.979089741342,954125,1952375,42.667965,2025-10-01 10:00:00
다사54005050,37.55496174068429,126.97919955455299,954125,1950625,43.706497,2025-10-01 10:00:00
다사54005075,37.557215043582,126.97918387219299,954125,1950875,42.743793,2025-10-01 10:00:00
다사54005100,37.5594683456121,126.979168188085,954125,1951125,42.769035,2025-10-01 10:00:00
다사54005125,37.5617216467745,126.979152502231,954125,1951375,42.82249,2025-10-01 10:00:00
다사54004550,37.509895500548296,126.97951283528499,954125,1945625,48.120792,2025-10-01 10:00:00
다사54004575,37.512148820795495,126.979497187814,954125,1945875,49.06339,2025-10-01 10:00:00
다사54004600,37.5144021401754,126.979481538601,954125,1946125,48.950493,2025-10-01 10:00:00
다사54004625,37.5166554586879,126.97946588764499,954125,1946375,48.273926,2025-10-01 10:00:00
다사54004450,37.500882210887,126.979575407746,954125,1944625,48.63621,2025-10-01 10:00:00
다사54004475,37.5031355346032,126.979559767244,954125,1944875,48.62826,2025-10-01 10:00:00
다사54004500,37.5053888574522,126.979544125,954125,1945125,48.26581,2025-10-01 10:00:00
다사54004525,37.5076421794339,126.97952848101299,954125,1945375,48.199818,2025-10-01 10:00:00
다사54004750,37.5279220382403,126.979387606717,954125,1947625,47.424904,2025-10-01 10:00:00
다사54004775,37.5301753515486,126.9793719453,954125,1947875,47.03217,2025-10-01 10:00:00
다사54004800,37.53242866398939,126.979356282139,954125,1948125,46.82979,2025-10-01 10:00:00
다사54004825,37.5346819755628,126.979340617233,954125,1948375,46.623302,2025-10-01 10:00:00
다사54004650,37.518908776333106,126.979450234946,954125,1946625,48.52078,2025-10-01 10:00:00
다사54004675,37.521162093111,126.97943458050399,954125,1946875,48.39031,2025-10-01 10:00:00
다사54004700,37.5234154090215,126.97941892431801,954125,1947125,48.25737,2025-10-01 10:00:00
다사54004725,37.5256687240646,126.97940326638901,954125,1947375,47.591553,2025-10-01 10:00:00
다사53754575,37.512136389382206,126.976668475937,953875,1945875,48.83704,2025-10-01 10:00:00
다사53754600,37.5143897077562,126.976652741686,953875,1946125,48.739243,2025-10-01 10:00:00
다사53754625,37.5166430252629,126.976637005683,953875,1946375,48.47807,2025-10-01 10:00:00
다사53754650,37.518896341902106,126.97662126792801,953875,1946625,48.377766,2025-10-01 10:00:00
다사53754475,37.503123107212794,126.97673139542101,953875,1944875,48.838013,2025-10-01 10:00:00
다사53754500,37.5053764290562,126.976715668178,953875,1945125,48.85018,2025-10-01 10:00:00
다사53754525,37.5076297500322,126.976699939182,953875,1945375,48.98125,2025-10-01 10:00:00
다사53754550,37.5098830701409,126.976684208436,953875,1945625,48.91567,2025-10-01 10:00:00
다사53754775,37.5301629120867,126.976542552858,953875,1947875,47.067947,2025-10-01 10:00:00
다사53754800,37.5324162235212,126.97652680458401,953875,1948125,46.884186,2025-10-01 10:00:00
다사53754825,37.5346695340882,126.97651105455601,953875,1948375,46.69253,2025-10-01 10:00:00
다사53754850,37.5369228437876,126.97649530277398,953875,1948625,46.48797,2025-10-01 10:00:00
다사53754675,37.521149657673895,126.97660552842,953875,1946875,48.26894,2025-10-01 10:00:00
다사53754700,37.523402972578296,126.97658978716001,953875,1947125,48.16044,2025-10-01 10:00:00
다사53754725,37.525656286615295,126.976574044146,953875,1947375,47.54789,2025-10-01 10:00:00
다사53754750,37.52790959978471,126.97655829937901,953875,1947625,47.403072,2025-10-01 10:00:00
다사53754175,37.47608317745029,126.97691998581301,953875,1941875,46.43033,2025-10-01 10:00:00
다사53754200,37.4783365096998,126.97690427957,953875,1942125,46.644417,2025-10-01 10:00:00
다사53754225,37.4805898410822,126.976888571578,953875,1942375,46.811535,2025-10-01 10:00:00
다사53754250,37.4828431715975,126.97687286183701,953875,1942625,46.90261,2025-10-01 10:00:00
다사53754075,37.467069839782,126.9769827933,953875,1940875,45.69918,2025-10-01 10:00:00
다사53754100,37.4693231754996,126.976967094051,953875,1941125,45.846523,2025-10-01 10:00:00
다사53754125,37.471576510350204,126.976951393053,953875,1941375,46.023388,2025-10-01 10:00:00
다사53754150,37.4738298443338,126.976935690307,953875,1941625,46.215588,2025-10-01 10:00:00
다사53754375,37.494109811166894,126.976794286887,953875,1943875,48.577957,2025-10-01 10:00:00
다사53754400,37.496363136479296,126.976778566647,953875,1944125,48.672825,2025-10-01 10:00:00
다사53754425,37.498616460924396,126.976762844656,953875,1944375,48.744377,2025-10-01 10:00:00
다사53754450,37.5008697845022,126.976747120914,953875,1944625,48.796726,2025-10-01 10:00:00
다사53754275,37.48509650124571,126.97685715034599,953875,1942875,48.24308,2025-10-01 10:00:00
다사53754300,37.4873498300268,126.976841437106,953875,1943125,48.225708,2025-10-01 10:00:00
다사53754325,37.4896031579407,126.97682572211599,953875,1943375,48.220486,2025-10-01 10:00:00
다사53754350,37.491856484987395,126.976810005377,953875,1943625,48.488728,2025-10-01 10:00:00
다사53755375,37.584242147041,126.97616410979099,953875,1953875,42.123585,2025-10-01 10:00:00
다사53755400,37.5864954376498,126.97614831936701,953875,1954125,42.080784,2025-10-01 10:00:00
다사53755425,37.5887487273907,126.97613252718399,953875,1954375,42.285297,2025-10-01 10:00:00
다사53755450,37.5910020162637,126.976116733242,953875,1954625,42.28789,2025-10-01 10:00:00
다사53755275,37.5752289759262,126.976227253903,953875,1952875,42.61239,2025-10-01 10:00:00
다사53755300,37.577482270006705,126.97621147051301,953875,1953125,42.238724,2025-10-01 10:00:00
다사53755325,37.5797355632194,126.976195685364,953875,1953375,42.1971,2025-10-01 10:00:00
다사53755350,37.581988855564106,126.97617989845699,953875,1953625,42.154026,2025-10-01 10:00:00
다사53755575,37.6022684476079,126.976037737139,953875,1955875,42.297653,2025-10-01 10:00:00
다사53755600,37.604521731272605,126.97602193263799,953875,1956125,41.194706,2025-10-01 10:00:00
다사53755625,37.6067750140691,126.97600612637699,953875,1956375,41.14384,2025-10-01 10:00:00
다사53755650,37.609028295997604,126.975990318355,953875,1956625,41.089943,2025-10-01 10:00:00
다사53755475,37.5932553042686,126.976100937541,953875,1954875,42.289917,2025-10-01 10:00:00
다사53755500,37.595508591405505,126.97608514008002,953875,1955125,42.292343,2025-10-01 10:00:00
다사53755525,37.5977618776744,126.97606934086001,953875,1955375,42.293026,2025-10-01 10:00:00
다사53755550,37.600015163075206,126.976053539879,953875,1955625,42.294945,2025-10-01 10:00:00
다사53754975,37.548189379271,126.97641651754499,953875,1949875,44.676224,2025-10-01 10:00:00
다사53755000,37.5504426837647,126.976400755234,953875,1950125,43.86487,2025-10-01 10:00:00
다사53755025,37.5526959873909,126.976384991167,953875,1950375,43.701237,2025-10-01 10:00:00
다사53755050,37.554949290149295,126.976369225345,953875,1950625,43.58516,2025-10-01 10:00:00
다사53754875,37.5391761526194,126.976479549237,953875,1948875,46.26536,2025-10-01 10:00:00
다사53754900,37.5414294605837,126.976463793946,953875,1949125,45.815235,2025-10-01 10:00:00
다사53754925,37.543682767680394,126.97644803690099,953875,1949375,45.54176,2025-10-01 10:00:00
다사53754950,37.5459360739095,126.97643227809999,953875,1949625,45.216644,2025-10-01 10:00:00
다사53755175,37.5662157909255,126.97629036989099,953875,1951875,42.768017,2025-10-01 10:00:00
다사53755200,37.5684690884774,126.97627459353001,953875,1952125,42.720005,2025-10-01 10:00:00
다사53755225,37.5707223851615,126.97625881541201,953875,1952375,42.67994,2025-10-01 10:00:00
다사53755250,37.5729756809778,126.976243035536,953875,1952625,42.647102,2025-10-01 10:00:00
다사53755075,37.55720259204001,126.97635345776699,953875,1950875,43.49196,2025-10-01 10:00:00
다사53755100,37.559455893063,126.976337688433,953875,1951125,42.60221,2025-10-01 10:00:00
다사53755125,37.5617091932183,126.97632191734199,953875,1951375,42.577507,2025-10-01 10:00:00
다사53755150,37.5639624925058,126.976306144495,953875,1951625,42.510223,2025-10-01 10:00:00
다사53504975,37.5481768639307,126.973586445687,953625,1949875,44.739136,2025-10-01 10:00:00
다사53505000,37.5504301674122,126.973570598188,953625,1950125,43.758232,2025-10-01 10:00:00
다사53505025,37.5526834700259,126.973554748923,953625,1950375,43.64786,2025-10-01 10:00:00
다사53505050,37.5549367717719,126.97353889789301,953625,1950625,43.5381,2025-10-01 10:00:00
다사53504875,37.5391636413278,126.973649818041,953625,1948875,46.45367,2025-10-01 10:00:00
다사53504900,37.5414169482801,126.973633977599,953625,1949125,46.256466,2025-10-01 10:00:00
다사53504925,37.5436702543646,126.97361813539301,953625,1949375,45.82954,2025-10-01 10:00:00
다사53504950,37.545923559581496,126.97360229142201,953625,1949625,45.313023,2025-10-01 10:00:00
다사53505175,37.5662032674851,126.973459616257,953625,1951875,42.404823,2025-10-01 10:00:00
다사53505200,37.5684565640242,126.973443754632,953625,1952125,42.52153,2025-10-01 10:00:00
다사53505225,37.5707098596955,126.973427891239,953625,1952375,42.5365,2025-10-01 10:00:00
다사53505250,37.572963154498794,126.97341202608,953625,1952625,42.51494,2025-10-01 10:00:00
다사53505075,37.5571900726502,126.97352304509701,953625,1950875,42.44071,2025-10-01 10:00:00
다사53505100,37.5594433726606,126.973507190536,953625,1951125,42.35622,2025-10-01 10:00:00
다사53505125,37.5616966718033,126.97349133421001,953625,1951375,42.249664,2025-10-01 10:00:00
다사53505150,37.5639499700781,126.973475476117,953625,1951625,42.254223,2025-10-01 10:00:00
다사53504575,37.5121238902308,126.973839765812,953625,1945875,48.601578,2025-10-01 10:00:00
다사53504600,37.5143772075934,126.97382394652399,953625,1946125,48.53094,2025-10-01 10:00:00
다사53504625,37.516630524088704,126.973808125474,953625,1946375,48.447674,2025-10-01 10:00:00
다사53504650,37.518883839716395,126.973792302663,953625,1946625,48.238064,2025-10-01 10:00:00
다사53504475,37.503110612106205,126.97390302535,953625,1944875,49.591545,2025-10-01 10:00:00
다사53504500,37.5053639329384,126.97388721310699,953625,1945125,49.639465,2025-10-01 10:00:00
다사53504525,37.507617252903295,126.97387139910299,953625,1945375,49.681644,2025-10-01 10:00:00
다사53504550,37.5098705720007,126.973855583338,953625,1945625,48.65727,2025-10-01 10:00:00
다사53504775,37.53015040484279,126.97371316216999,953625,1947875,47.122303,2025-10-01 10:00:00
다사53504800,37.532403715265396,126.973697328783,953625,1948125,46.96417,2025-10-01 10:00:00
다사53504825,37.5346570248205,126.97368149363199,953625,1948375,46.802437,2025-10-01 10:00:00
다사53504850,37.536910333508,126.97366565671801,953625,1948625,46.632957,2025-10-01 10:00:00
다사53504675,37.521137154476705,126.97377647808901,953625,1946875,48.15574,2025-10-01 10:00:00
다사53504700,37.5233904683695,126.97376065175399,953625,1947125,48.06735,2025-10-01 10:00:00
다사53504725,37.5256437813948,126.973744823655,953625,1947375,47.51532,2025-10-01 10:00:00
다사53504750,37.5278970935526,126.973728993794,953625,1947625,47.393105,2025-10-01 10:00:00
다사53505775,37.6202821448531,126.973078449217,953625,1957875,39.735893,2025-10-01 10:00:00
다사53505800,37.6225354205581,126.97306254513398,953625,1958125,39.550545,2025-10-01 10:00:00
다사53505825,37.6247886953948,126.973046639279,953625,1958375,39.362396,2025-10-01 10:00:00
다사53505850,37.627041969363205,126.97303073165199,953625,1958625,39.165062,2025-10-01 10:00:00
다사53505675,37.611269033350204,126.973142047838,953625,1956875,40.963535,2025-10-01 10:00:00
다사53505700,37.613522312528296,126.97312615084,953625,1957125,40.88682,2025-10-01 10:00:00
다사53505725,37.615775590838204,126.97311025206999,953625,1957375,40.06088,2025-10-01 10:00:00
다사53505750,37.618028868279794,126.97309435152901,953625,1957625,39.904526,2025-10-01 10:00:00
다사53753975,37.458056488241894,126.97704557282101,953875,1939875,46.329308,2025-10-01 10:00:00
다사53754000,37.460309827427295,126.977029880562,953875,1940125,46.435856,2025-10-01 10:00:00
다사53754025,37.4625631657458,126.97701418655599,953875,1940375,45.436634,2025-10-01 10:00:00
다사53754050,37.4648165031974,126.976998490802,953875,1940625,45.562325,2025-10-01 10:00:00
다사53505875,37.6292952424633,126.97301482225299,953625,1958875,38.969646,2025-10-01 10:00:00
다사53505900,37.6315485146949,126.972998911082,953625,1959125,38.76944,2025-10-01 10:00:00
다사53505925,37.6338017860582,126.97298299813801,953625,1959375,38.55965,2025-10-01 10:00:00
다사53753950,37.4558031481895,126.977061263333,953875,1939625,46.240414,2025-10-01 10:00:00
다사53505375,37.584229615496504,126.973332673773,953625,1953875,42.142086,2025-10-01 10:00:00
다사53505400,37.586482905092105,126.973316798009,953625,1954125,42.104843,2025-10-01 10:00:00
다사53505425,37.588736193819706,126.97330092047501,953625,1954375,42.76724,2025-10-01 10:00:00
다사53505450,37.5909894816792,126.973285041173,953625,1954625,42.767967,2025-10-01 10:00:00
다사53505275,37.5752164484343,126.97339615915399,953625,1952875,42.486057,2025-10-01 10:00:00
다사53505300,37.5774697415018,126.97338029046001,953625,1953125,42.248962,2025-10-01 10:00:00
다사53505325,37.5797230337013,126.97336441999902,953625,1953375,42.210934,2025-10-01 10:00:00
다사53505350,37.5819763250329,126.97334854777,953625,1953625,42.17354,2025-10-01 10:00:00
다사53505575,37.6022559079557,126.973205618129,953625,1955875,42.28779,2025-10-01 10:00:00
다사53505600,37.604509190606606,126.97318972821199,953625,1956125,41.1425,2025-10-01 10:00:00
다사53505625,37.6067624723893,126.973173836524,953625,1956375,41.08549,2025-10-01 10:00:00
다사53505650,37.609015753303794,126.973157943066,953625,1956625,41.03111,2025-10-01 10:00:00
다사53505475,37.5932427686707,126.973269160103,953625,1954875,42.77489,2025-10-01 10:00:00
다사53505500,37.595496054794104,126.973253277263,953625,1955125,42.290424,2025-10-01 10:00:00
다사53505525,37.5977493400494,126.973237392655,953625,1955375,42.288418,2025-10-01 10:00:00
다사53505550,37.600002624436605,126.97322150627701,953625,1955625,42.287018,2025-10-01 10:00:00
다사53255375,37.5842170160385,126.970501239524,953375,1953875,42.157066,2025-10-01 10:00:00
다사53255400,37.586470304615396,126.97048527841801,953375,1954125,42.12177,2025-10-01 10:00:00
다사53255425,37.5887235923241,126.970469315535,953375,1954375,42.764572,2025-10-01 10:00:00
다사53255450,37.5909768791648,126.97045335087401,953375,1954625,42.76711,2025-10-01 10:00:00
다사53255275,37.5752038530507,126.97056506617099,953375,1952875,42.47984,2025-10-01 10:00:00
다사53255300,37.5774571450997,126.97054911217501,953375,1953125,42.251534,2025-10-01 10:00:00
다사53255325,37.579710436280706,126.970533156402,953375,1953375,42.21743,2025-10-01 10:00:00
다사53255350,37.5819637265936,126.97051719885201,953375,1953625,42.18471,2025-10-01 10:00:00
다사53255575,37.6022433003458,126.970373500889,953375,1955875,42.278217,2025-10-01 10:00:00
다사53255600,37.6044965819775,126.970357525555,953375,1956125,41.096573,2025-10-01 10:00:00
다사53255625,37.6067498627409,126.97034154844101,953375,1956375,41.04001,2025-10-01 10:00:00
다사53255650,37.609003142636105,126.970325569548,953375,1956625,40.980865,2025-10-01 10:00:00
다사53255475,37.59323016513729,126.97043738443399,953375,1954875,42.77606,2025-10-01 10:00:00
다사53255500,37.5954834502417,126.970421416216,953375,1955125,42.7763,2025-10-01 10:00:00
다사53255525,37.5977367344779,126.970405446219,953375,1955375,42.7777,2025-10-01 10:00:00
다사53255550,37.599990017846,126.970389474444,953375,1955625,42.778397,2025-10-01 10:00:00
다사53254975,37.5481642807647,126.970756375595,953375,1949875,46.53581,2025-10-01 10:00:00
다사53255000,37.550417583228395,126.97074044290702,953375,1950125,44.8708,2025-10-01 10:00:00
다사53255025,37.5526708848242,126.97072450844401,953375,1950375,42.900536,2025-10-01 10:00:00
다사53255050,37.554924185552295,126.97070857220601,953375,1950625,42.703938,2025-10-01 10:00:00
다사53254875,37.5391510622324,126.970820088608,953375,1948875,46.712086,2025-10-01 10:00:00
다사53254900,37.541404368167,126.970804163015,953375,1949125,46.621643,2025-10-01 10:00:00
다사53254925,37.543657673234,126.970788235649,953375,1949375,46.206104,2025-10-01 10:00:00
다사53254950,37.5459109774332,126.970772306509,953375,1949625,46.208286,2025-10-01 10:00:00
다사53255175,37.566190676175,126.97062886439,953375,1951875,42.54191,2025-10-01 10:00:00
다사53255200,37.56844397169579,126.9706129175,953375,1952125,42.45346,2025-10-01 10:00:00
다사53255225,37.570697266348795,126.970596968834,953375,1952375,42.49045,2025-10-01 10:00:00
다사53255250,37.572950560133705,126.970581018391,953375,1952625,42.493168,2025-10-01 10:00:00
